voter_name,affiliation,forward,forward_2,center,guard,guard_2,forward_3,forward_4,center_2,guard_3,guard_4,forward_5,forward_6,center_3,guard_5,guard_6,year,award
Jody Genessy,Deseret News,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Harden, James -- HOU","Dragic, Goran -- PHO","Aldridge, LaMarcus -- POR","Duncan, Tim -- SA","Jefferson, Al -- CHA","George, Paul -- IND","Lillard, Damian -- POR",2014,All-NBA
Joe Cowley,Chicago Sun-Times,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","Aldridge, LaMarcus -- POR","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Lillard, Damian -- POR","Paul, Chris -- LAC","George, Paul -- IND","Love, Kevin -- MIN","Duncan, Tim -- SA","DeRozan, DeMar -- TOR","Parker, Tony -- SA",2014,All-NBA
Joe Freeman,The Oregonian,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Dragic, Goran -- PHO","Curry, Stephen -- GS","Love, Kevin -- MIN","George, Paul -- IND","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Lillard, Damian -- POR",2014,All-NBA
Joel Meyers,Fox Sports New Orleans,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Curry, Stephen -- GS","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Harden, James -- HOU","Parker, Tony -- SA","Aldridge, LaMarcus -- POR","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Westbrook, Russell -- OKC",2014,All-NBA
John Reid,New Orleans Times Picayune,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Harden, James -- HOU","Lillard, Damian -- POR","Anthony, Carmelo -- NY","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Wall, John -- WAS",2014,All-NBA
Jon Barry,ESPN Radio,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Duncan, Tim -- SA","Curry, Stephen -- GS","Parker, Tony -- SA","George, Paul -- IND","Davis, Anthony -- NO","Howard, Dwight -- HOU","Wade, Dwyane -- MIA","Dragic, Goran -- PHO",2014,All-NBA
Jonathan Feigen,Houston Chronicle,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Curry, Stephen -- GS","Lillard, Damian -- POR","Aldridge, LaMarcus -- POR","Nowitzki, Dirk -- DAL","Jefferson, Al -- CHA","Parker, Tony -- SA","Dragic, Goran -- PHO",2014,All-NBA
KC Johnson,Chicago Tribune,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Parker, Tony -- SA","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Paul, Chris -- LAC","Curry, Stephen -- GS","Love, Kevin -- MIN","George, Paul -- IND","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Wall, John -- WAS",2014,All-NBA
Keith Pompey,Philadelphia Inquirer,"Durant, Kevin -- OKC","James, LeBron -- MIA","Jefferson, Al -- CHA","Paul, Chris -- LAC","Harden, James -- HOU","Griffin, Blake -- LAC","Anthony, Carmelo -- NY","Noah, Joakim -- CHI","Curry, Stephen -- GS","Wall, John -- WAS","Davis, Anthony -- NO","Love, Kevin -- MIN","Duncan, Tim -- SA","DeRozan, DeMar -- TOR","Lillard, Damian -- POR",2014,All-NBA
Ken Berger,CBSSports.com,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Curry, Stephen -- GS","Griffin, Blake -- LAC","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","Harden, James -- HOU","Wall, John -- WAS","George, Paul -- IND","Love, Kevin -- MIN","Jefferson, Al -- CHA","Westbrook, Russell -- OKC","Dragic, Goran -- PHO",2014,All-NBA
Kevin Arnovitz,ESPN.com,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Harden, James -- HOU","Dragic, Goran -- PHO","Davis, Anthony -- NO","Nowitzki, Dirk -- DAL","Duncan, Tim -- SA","Lowry, Kyle -- TOR","Conley, Mike -- MEM",2014,All-NBA
Kevin Calabro,ESPN Radio,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Parker, Tony -- SA","Harden, James -- HOU","Duncan, Tim -- SA","Nowitzki, Dirk -- DAL","Jefferson, Al -- CHA","Lowry, Kyle -- TOR","Conley, Mike -- MEM",2014,All-NBA
Kevin Ding,Bleacher Report,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","George, Paul -- IND","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Wall, John -- WAS","Lowry, Kyle -- TOR","Love, Kevin -- MIN","Anthony, Carmelo -- NY","Jefferson, Al -- CHA","Paul, Chris -- LAC","Dragic, Goran -- PHO",2014,All-NBA
Lang Whitaker,NBA.com,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Griffin, Blake -- LAC","George, Paul -- IND","Jefferson, Al -- CHA","Paul, Chris -- LAC","Parker, Tony -- SA","Anthony, Carmelo -- NY","Love, Kevin -- MIN","Howard, Dwight -- HOU","Dragic, Goran -- PHO","Lillard, Damian -- POR",2014,All-NBA
Marc Berman,New York Post,"James, LeBron -- MIA","Durant, Kevin -- OKC","Howard, Dwight -- HOU","Parker, Tony -- SA","Curry, Stephen -- GS","Love, Kevin -- MIN","Griffin, Blake -- LAC","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Anthony, Carmelo -- NY","George, Paul -- IND","Hibbert, Roy -- IND","Wall, John -- WAS","Wade, Dwyane -- MIA",2014,All-NBA
Marc Spears,Yahoo! Sports,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Curry, Stephen -- GS","Parker, Tony -- SA","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Harden, James -- HOU","Paul, Chris -- LAC","Love, Kevin -- MIN","George, Paul -- IND","Jefferson, Al -- CHA","Wall, John -- WAS","Westbrook, Russell -- OKC",2014,All-NBA
Marc Stein,ESPN.com,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Curry, Stephen -- GS","Griffin, Blake -- LAC","George, Paul -- IND","Howard, Dwight -- HOU","Harden, James -- HOU","Dragic, Goran -- PHO","Love, Kevin -- MIN","Nowitzki, Dirk -- DAL","Duncan, Tim -- SA","Wall, John -- WAS","DeRozan, DeMar -- TOR",2014,All-NBA
Mark Boyle,WIBC,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Dragic, Goran -- PHO","Parker, Tony -- SA","Love, Kevin -- MIN","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","Lillard, Damian -- POR","Harden, James -- HOU",2014,All-NBA
Mark Followill,TXA-21/Fox Sports Net,"Durant, Kevin -- OKC","James, LeBron -- MIA","Howard, Dwight -- HOU","Paul, Chris -- LAC","Curry, Stephen -- GS","Griffin, Blake -- LAC","Love, Kevin -- MIN","Noah, Joakim -- CHI","Parker, Tony -- SA","Harden, James -- HOU","Nowitzki, Dirk -- DAL","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Lillard, Damian -- POR","Ellis, Monta -- DAL",2014,All-NBA
Marv Albert,TNT,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Griffin, Blake -- LAC","George, Paul -- IND","Jordan, DeAndre -- LAC","Parker, Tony -- SA","Paul, Chris -- LAC","Love, Kevin -- MIN","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","Lowry, Kyle -- TOR","Dragic, Goran -- PHO",2014,All-NBA
Mary Schmitt Boyer,Cleveland Plain Dealer,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Curry, Stephen -- GS","Griffin, Blake -- LAC","Love, Kevin -- MIN","Duncan, Tim -- SA","Harden, James -- HOU","Parker, Tony -- SA","Aldridge, LaMarcus -- POR","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","Wall, John -- WAS","Irving, Kyrie -- CLE",2014,All-NBA
Matt Bullard,Comcast SportsNet Houston,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Harden, James -- HOU","Love, Kevin -- MIN","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Curry, Stephen -- GS","Dragic, Goran -- PHO","Aldridge, LaMarcus -- POR","George, Paul -- IND","Hibbert, Roy -- IND","Lillard, Damian -- POR","Parker, Tony -- SA",2014,All-NBA
Matt Devlin,SportsNet/TSN,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Curry, Stephen -- GS","Parker, Tony -- SA","Love, Kevin -- MIN","George, Paul -- IND","Hibbert, Roy -- IND","DeRozan, DeMar -- TOR","Wall, John -- WAS",2014,All-NBA
Matt Winer,NBA TV,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Love, Kevin -- MIN","Griffin, Blake -- LAC","Duncan, Tim -- SA","Dragic, Goran -- PHO","Harden, James -- HOU","Anthony, Carmelo -- NY","George, Paul -- IND","Howard, Dwight -- HOU","Lillard, Damian -- POR","DeRozan, DeMar -- TOR",2014,All-NBA
Michael Smith,Prime Ticket,"James, LeBron -- MIA","Durant, Kevin -- OKC","Griffin, Blake -- LAC","Harden, James -- HOU","Paul, Chris -- LAC","Aldridge, LaMarcus -- POR","Love, Kevin -- MIN","Davis, Anthony -- NO","George, Paul -- IND","Curry, Stephen -- GS","Anthony, Carmelo -- NY","Nowitzki, Dirk -- DAL","Jefferson, Al -- CHA","Dragic, Goran -- PHO","Lillard, Damian -- POR",2014,All-NBA
Michael Wilbon,ESPN,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Paul, Chris -- LAC","Westbrook, Russell -- OKC","Anthony, Carmelo -- NY","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Wall, John -- WAS","DeRozan, DeMar -- TOR",2014,All-NBA
Mike Breen,ABC Sports,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","George, Paul -- IND","Jordan, DeAndre -- LAC","Curry, Stephen -- GS","Parker, Tony -- SA","Aldridge, LaMarcus -- POR","Duncan, Tim -- SA","Howard, Dwight -- HOU","Dragic, Goran -- PHO","Lillard, Damian -- POR",2014,All-NBA
Mike Monroe,San Antonio Express-News,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Love, Kevin -- MIN","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Curry, Stephen -- GS","Parker, Tony -- SA","George, Paul -- IND","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Wall, John -- WAS","Lillard, Damian -- POR",2014,All-NBA
Mike Rice,Comcast SportsNet NW,"Durant, Kevin -- OKC","James, LeBron -- MIA","Aldridge, LaMarcus -- POR","Parker, Tony -- SA","Paul, Chris -- LAC","Griffin, Blake -- LAC","Anthony, Carmelo -- NY","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","George, Paul -- IND","Love, Kevin -- MIN","Jefferson, Al -- CHA","Lillard, Damian -- POR","Westbrook, Russell -- OKC",2014,All-NBA
Mike Tirico,ESPN,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Love, Kevin -- MIN","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Harden, James -- HOU","Parker, Tony -- SA","George, Paul -- IND","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Dragic, Goran -- PHO",2014,All-NBA
Mitch Lawrence,New York Daily News,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Parker, Tony -- SA","Westbrook, Russell -- OKC","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Harden, James -- HOU","Paul, Chris -- LAC","Love, Kevin -- MIN","Nowitzki, Dirk -- DAL","Jordan, DeAndre -- LAC","Curry, Stephen -- GS","Dragic, Goran -- PHO",2014,All-NBA
Paul Coro,Arizona Republic,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Parker, Tony -- SA","Love, Kevin -- MIN","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Paul, Chris -- LAC","Harden, James -- HOU","Aldridge, LaMarcus -- POR","Davis, Anthony -- NO","Howard, Dwight -- HOU","George, Paul -- IND","Dragic, Goran -- PHO",2014,All-NBA
Pete Pranica,Fox Sports Tennessee,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Paul, Chris -- LAC","Curry, Stephen -- GS","Aldridge, LaMarcus -- POR","Griffin, Blake -- LAC","Hibbert, Roy -- IND","Parker, Tony -- SA","Westbrook, Russell -- OKC","Duncan, Tim -- SA","Love, Kevin -- MIN","Gasol, Marc -- MEM","Harden, James -- HOU","Lowry, Kyle -- TOR",2014,All-NBA
Phil Chenier,Comcast SportsNet,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Duncan, Tim -- SA","Anthony, Carmelo -- NY","Cousins, DeMarcus -- SAC","Curry, Stephen -- GS","Westbrook, Russell -- OKC","Love, Kevin -- MIN","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Wall, John -- WAS","Parker, Tony -- SA",2014,All-NBA
Ralph Lawler,Prime Ticket,"James, LeBron -- MIA","Durant, Kevin -- OKC","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","George, Paul -- IND","Griffin, Blake -- LAC","Hibbert, Roy -- IND","Curry, Stephen -- GS","Parker, Tony -- SA","Anthony, Carmelo -- NY","Aldridge, LaMarcus -- POR","Jordan, DeAndre -- LAC","DeRozan, DeMar -- TOR","Lillard, Damian -- POR",2014,All-NBA
Ric Bucher,Bleacher Report,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","George, Paul -- IND","Duncan, Tim -- SA","Howard, Dwight -- HOU","Harden, James -- HOU","Parker, Tony -- SA","Nowitzki, Dirk -- DAL","Griffin, Blake -- LAC","Gasol, Marc -- MEM","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
Rick Bonnell,Charlotte Observer,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Jefferson, Al -- CHA","Harden, James -- HOU","Lillard, Damian -- POR","Duncan, Tim -- SA","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","Lawson, Ty -- DEN","Wall, John -- WAS",2014,All-NBA
Ron Boone,ROOT Sports,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Curry, Stephen -- GS","Lillard, Damian -- POR","George, Paul -- IND","Anthony, Carmelo -- NY","Duncan, Tim -- SA","Parker, Tony -- SA","Wall, John -- WAS",2014,All-NBA
Ron Tillery,Memphis Commercial Appeal,"James, LeBron -- MIA","Durant, Kevin -- OKC","Howard, Dwight -- HOU","Paul, Chris -- LAC","Harden, James -- HOU","Davis, Anthony -- NO","Randolph, Zach -- MEM","Noah, Joakim -- CHI","Wade, Dwyane -- MIA","Parker, Tony -- SA","Duncan, Tim -- SA","Anthony, Carmelo -- NY","Gasol, Marc -- MEM","Dragic, Goran -- PHO","Conley, Mike -- MEM",2014,All-NBA
Rusty Simmons,San Francisco Chronicle,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Griffin, Blake -- LAC","George, Paul -- IND","Jefferson, Al -- CHA","Paul, Chris -- LAC","Wall, John -- WAS","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Dragic, Goran -- PHO","Lowry, Kyle -- TOR",2014,All-NBA
Sam Amick,USA Today,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","George, Paul -- IND","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Paul, Chris -- LAC","Dragic, Goran -- PHO","Nowitzki, Dirk -- DAL","Love, Kevin -- MIN","Jefferson, Al -- CHA","Lillard, Damian -- POR","Lowry, Kyle -- TOR",2014,All-NBA
Sam Smith,Bulls.com,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Aldridge, LaMarcus -- POR","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Parker, Tony -- SA","Paul, Chris -- LAC","Love, Kevin -- MIN","George, Paul -- IND","Howard, Dwight -- HOU","Dragic, Goran -- PHO","DeRozan, DeMar -- TOR",2014,All-NBA
Scott Hastings,Altitude Sports & Entertainment,"James, LeBron -- MIA","Durant, Kevin -- OKC","Davis, Anthony -- NO","Paul, Chris -- LAC","Lillard, Damian -- POR","Griffin, Blake -- LAC","George, Paul -- IND","Ibaka, Serge -- OKC","Curry, Stephen -- GS","Johnson, Joe -- BKN","Jefferson, Al -- CHA","Aldridge, LaMarcus -- POR","Noah, Joakim -- CHI","Irving, Kyrie -- CLE","Wall, John -- WAS",2014,All-NBA
Sean Deveney,The Sporting News,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Paul, Chris -- LAC","Aldridge, LaMarcus -- POR","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Harden, James -- HOU","Lillard, Damian -- POR","Love, Kevin -- MIN","Davis, Anthony -- NO","Jefferson, Al -- CHA","Wall, John -- WAS","Dragic, Goran -- PHO",2014,All-NBA
Sean Kelley,Pelicans Radio,"Durant, Kevin -- OKC","James, LeBron -- MIA","Love, Kevin -- MIN","Harden, James -- HOU","Paul, Chris -- LAC","Aldridge, LaMarcus -- POR","Anthony, Carmelo -- NY","Hibbert, Roy -- IND","Dragic, Goran -- PHO","Lillard, Damian -- POR","Nowitzki, Dirk -- DAL","George, Paul -- IND","Howard, Dwight -- HOU","Curry, Stephen -- GS","DeRozan, DeMar -- TOR",2014,All-NBA
Shaun Powell,Sports on Earth,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Curry, Stephen -- GS","Griffin, Blake -- LAC","George, Paul -- IND","Jefferson, Al -- CHA","Paul, Chris -- LAC","Wall, John -- WAS","Anthony, Carmelo -- NY","Love, Kevin -- MIN","Davis, Anthony -- NO","Lillard, Damian -- POR","DeRozan, DeMar -- TOR",2014,All-NBA
Sherrod Blakely,Comcast SportsNet,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Curry, Stephen -- GS","Love, Kevin -- MIN","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Harden, James -- HOU","Westbrook, Russell -- OKC","Davis, Anthony -- NO","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","DeRozan, DeMar -- TOR","Parker, Tony -- SA",2014,All-NBA
Spero Dedes,MSG Network,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Parker, Tony -- SA","Paul, Chris -- LAC","Anthony, Carmelo -- NY","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Harden, James -- HOU","Curry, Stephen -- GS","Davis, Anthony -- NO","Aldridge, LaMarcus -- POR","Howard, Dwight -- HOU","Lillard, Damian -- POR","Lowry, Kyle -- TOR",2014,All-NBA
Stephanie Ready,SportSouth,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Anthony, Carmelo -- NY","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Curry, Stephen -- GS","Lillard, Damian -- POR","Love, Kevin -- MIN","Duncan, Tim -- SA","Howard, Dwight -- HOU","Wall, John -- WAS","George, Paul -- IND",2014,All-NBA
Steve Aschburner,NBA.com,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","George, Paul -- IND","Duncan, Tim -- SA","Curry, Stephen -- GS","Dragic, Goran -- PHO","Love, Kevin -- MIN","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Lillard, Damian -- POR","Wall, John -- WAS",2014,All-NBA
Steve Buckhantz,Comcast SportsNet,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Curry, Stephen -- GS","Harden, James -- HOU","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Paul, Chris -- LAC","DeRozan, DeMar -- TOR","Love, Kevin -- MIN","George, Paul -- IND","Howard, Dwight -- HOU","Wall, John -- WAS","Lillard, Damian -- POR",2014,All-NBA
Steve Holman,Hawks Radio Network,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Harden, James -- HOU","Paul, Chris -- LAC","Griffin, Blake -- LAC","Love, Kevin -- MIN","Howard, Dwight -- HOU","Curry, Stephen -- GS","Dragic, Goran -- PHO","George, Paul -- IND","Millsap, Paul -- ATL","Jefferson, Al -- CHA","DeRozan, DeMar -- TOR","Parker, Tony -- SA",2014,All-NBA
Steve Kerr,TNT,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Paul, Chris -- LAC","Parker, Tony -- SA","Nowitzki, Dirk -- DAL","Griffin, Blake -- LAC","Howard, Dwight -- HOU","Curry, Stephen -- GS","Harden, James -- HOU","Anthony, Carmelo -- NY","George, Paul -- IND","Duncan, Tim -- SA","Conley, Mike -- MEM","Dragic, Goran -- PHO",2014,All-NBA
Steve Martin,Bobcats Radio,"Durant, Kevin -- OKC","Anthony, Carmelo -- NY","Howard, Dwight -- HOU","Curry, Stephen -- GS","James, LeBron -- MIA","Love, Kevin -- MIN","Griffin, Blake -- LAC","Jefferson, Al -- CHA","Lillard, Damian -- POR","Paul, Chris -- LAC","Davis, Anthony -- NO","Aldridge, LaMarcus -- POR","Cousins, DeMarcus -- SAC","DeRozan, DeMar -- TOR","George, Paul -- IND",2014,All-NBA
Ted Davis,WTMJ Radio,"James, LeBron -- MIA","Durant, Kevin -- OKC","Love, Kevin -- MIN","George, Paul -- IND","Paul, Chris -- LAC","Aldridge, LaMarcus -- POR","Griffin, Blake -- LAC","Duncan, Tim -- SA","Harden, James -- HOU","Curry, Stephen -- GS","Jefferson, Al -- CHA","Davis, Anthony -- NO","Howard, Dwight -- HOU","Wall, John -- WAS","DeRozan, DeMar -- TOR",2014,All-NBA
Tim Capstraw,WFAN (660),"Durant, Kevin -- OKC","Griffin, Blake -- LAC","Noah, Joakim -- CHI","James, LeBron -- MIA","Harden, James -- HOU","George, Paul -- IND","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Parker, Tony -- SA","Paul, Chris -- LAC","Anthony, Carmelo -- NY","Love, Kevin -- MIN","Davis, Anthony -- NO","Lowry, Kyle -- TOR","Curry, Stephen -- GS",2014,All-NBA
Tim Kempton,KTAR Radio,"Durant, Kevin -- OKC","James, LeBron -- MIA","Noah, Joakim -- CHI","Parker, Tony -- SA","Paul, Chris -- LAC","Griffin, Blake -- LAC","Aldridge, LaMarcus -- POR","Jefferson, Al -- CHA","Curry, Stephen -- GS","Dragic, Goran -- PHO","Love, Kevin -- MIN","George, Paul -- IND","Davis, Anthony -- NO","DeRozan, DeMar -- TOR","Harden, James -- HOU",2014,All-NBA
